titulo,fonte,quantidade_aparicoes,link
Governo do Rio identifica 99 mortos em operação; 42 eram alvos de mandados de prisão,InfoMoney,4,https://www.infomoney.com.br/brasil/governo-do-rio-identifica-99-mortos-em-operacao-42-eram-alvos-de-mandados-de-prisao/
Reconhecimento Facial: Mais um foragido é preso em Volta Redonda com auxílio das câmeras,Diário do Vale,4,https://diariodovale.com.br/policia/reconhecimento-facial-mais-um-foragido-e-preso-em-volta-redonda-com-auxilio-das-cameras/
Para permitir que quilombos alimentem escolas,Outras Palavras,4,https://outraspalavras.net/outrasaude/para-permitir-que-quilombos-alimentem-escolas/
Os direitos LGBT+ no Brasil,Politize!,4,https://www.politize.com.br/equidade/os-direitos-lgbt-no-brasil/
"Brasil é racista para 72%, mas só 30% admitem preconceito",Poder360,4,https://www.poder360.com.br/poderdata/brasil-e-racista-para-72-mas-so-30-admitem-preconceito/
Quase mil unidades de 'black lança' são apreendidas em Cariacica,A Gazeta,4,https://www.agazeta.com.br/es/policia/quase-mil-unidades-de-black-lanca-sao-apreendidas-em-cariacica-0125
Apple explica como fez o Face ID reconhecer pessoas de diversas etnias,TudoCelular.com,4,https://www.tudocelular.com/apple/noticias/n102064/Apple-explica-como-treinou-Face-ID.html
Fux propõe que União apresente plano nacional de enfrentamento ao racismo,Consultor Jurídico,4,https://www.conjur.com.br/2025-nov-26/fux-propoe-que-uniao-apresente-plano-nacional-de-enfrentamento-ao-racismo/
Uruguai passa utilizar reconhecimento biométrico de embarque de passageiros,AERO Magazine,4,https://aeromagazine.uol.com.br/artigo/uruguai-passa-utilizar-reconhecimento-biometrico-de-embarque-de-passageiros_4066.html
"Três motoristas morreram e seis foram baleados após entrarem enganados em favelas do Rio, desde outubro de 2021",O Globo,4,https://oglobo.globo.com/rio/noticia/2022/11/tres-motoristas-morreram-e-seis-foram-baleados-apos-entrarem-enganados-em-favelas-do-rio-desde-outubro-de-2021.ghtml
"Christian Bandeira reafirma sua identidade como gay, negro e de periferia e luta contra o preconceito",Diário Gaúcho,4,https://diariogaucho.clicrbs.com.br/entretenimento/noticia/2021/10/christian-bandeira-reafirma-sua-identidade-como-gay-negro-e-de-periferia-e-luta-contra-o-preconceito-21112395.html
ESCOLA ESTADUAL DONA COTINHA REALIZA 1° DESFILE “BELEZA AFRO”,Diário Patrocinense,4,https://diariopatrocinense.com.br/670/escola-estadual-dona-cotinha-realiza-1-desfile-beleza-afro/
"Jovem negro nasce com “plano traçado”, diz rapper sobre violência e racismo",Agência Brasil,4,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2014-11/jovem-negro-nasce-com-plano-tracado-diz-rapper-sobre-violencia-e
Taxa de “falso positivo” chega a 92% na tecnologia de identificação pela face,Capital Digital,4,https://capitaldigital.com.br/taxa-de-falso-positivo-chega-a-92-na-tecnologia-de-identificacao-pela-face/
FAQ Biometria Facial: tire dúvidas sobre o novo procedimento em jogos do Timão,Corinthians | Site Oficial,4,https://www.corinthians.com.br/noticias/faq-biometria-facial-tire-duvidas-sobre-o-novo-procedimento-em-jogos-do-timao
Violência relacionada a identidade de gênero e orientação sexual faz alunos abandonarem escola,O Globo,4,https://oglobo.globo.com/brasil/educacao/violencia-relacionada-identidade-de-genero-orientacao-sexual-faz-alunos-abandonarem-escola-21415872
Desafios na identificação racial no Brasil,Diplomatique,4,https://diplomatique.org.br/desafios-identificacao-racial-brasil-racismo/
Detentos que fugiram da 'Prisão de Alcatraz' podem ter sobrevivido,Portal do Holanda,4,https://www.portaldoholanda.com.br/curiosidades/detentos-que-fugiram-da-prisao-de-alcatraz-podem-ter-sobrevivido
Ladrões de rosto: como criminosos usam a tecnologia para burlar a biometria facial e aplicar golpes,O Globo,4,https://oglobo.globo.com/brasil/noticia/2025/06/06/ladroes-de-rosto-como-criminosos-usam-a-tecnologia-para-burlar-a-biometria-facial-e-aplicar-golpes.ghtml
Fux usa expressão “passado negro” durante votação sobre racismo,Poder360,4,https://www.poder360.com.br/poder-justica/fux-usa-expressao-passado-negro-durante-votacao-sobre-racismo/
Google vai pagar US$ 100 mi por violação de privacidade em reconhecimento facial,Canaltech,4,https://canaltech.com.br/seguranca/google-vai-pagar-us-100-mi-por-violacao-de-privacidade-em-reconhecimento-facial-218244/
Golpistas coletam biometria facial para financiar automóveis em nome da vítima,Canaltech,4,https://canaltech.com.br/seguranca/golpistas-coletam-biometria-facial-para-financiar-automoveis-em-nome-da-vitima-186536/
Reconhecimento facial ajuda a prender 7 bandidos em um único dia na Serra,Portal Tempo Novo,4,https://www.portaltemponovo.com.br/reconhecimento-facial-prende-7-bandidos-em-um-dia-na-serra/
Falsos bancários investem no golpe da chamada de vídeo; Confira áudio de vítima de Novo Hamburgo,abcmais.com,4,https://www.abcmais.com/policia/falsos-bancarios-investem-no-golpe-da-chamada-de-video-confira-audio/
Estudo identifica viés racial de professores brancos na avaliação escolar de estudantes pretos,Jornal da USP,4,https://jornal.usp.br/diversidade/estudo-identifica-vies-racial-de-professores-brancos-na-avaliacao-escolar-de-estudantes-pretos/
Governo do Tocantins institui Projeto Poder Afro com investimentos de R$ 20 milhões em combate ao racismo nas escolas,Governo do Tocantins,4,https://www.to.gov.br/secom/noticias/governo-do-tocantins-institui-projeto-poder-afro-com-investimentos-de-r-20-milhoes-em-combate-ao-racismo-nas-escolas/3of2q3y3e2gr
Estudantes da rede estadual de Pojuca lançam livro de poemas sobre valorização da identidade do povo negro,Mais Região,4,https://www.maisregiao.com.br/noticia/76859/estudantes-da-rede-estadual-de-pojuca-lancam-livro-de-poemas-sobre-valorizacao-da-identidade-do-povo-negro
"A história dos Panteras Negras, em 27 fatos marcantes",Outras Palavras,4,https://outraspalavras.net/outrasmidias/a-historia-dos-panteras-negras-em-27-fatos-marcantes/
Para deter o racismo algorítmico,Valor Econômico,4,https://valor.globo.com/opiniao/coluna/para-deter-o-racismo-algoritmico.ghtml
Golpistas se passavam por agentes de saúde para pegar documentos e cadastrar biometria de vítimas e fazer empréstimos consignados,G1,4,https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/03/22/golpistas-se-passavam-por-agentes-de-saude-para-pegar-documentos-e-cadastrar-biometria-de-vitimas-e-fazer-emprestimos-consignados.ghtml
TJSP: Banco indenizará vítima de golpe da biometria facial,Valor Econômico,4,https://valor.globo.com/legislacao/noticia/2025/08/18/tjsp-banco-indenizara-vitima-de-golpe-da-biometria-facial.ghtml
Valdice Gomes é homenageada com a Comenda Senador Abdias Nascimento no Senado,Tribuna Hoje,4,https://tribunahoje.com/noticias/politica/2025/11/17/172145-valdice-gomes-e-homenageada-com-a-comenda-senador-abdias-nascimento-no-senado
A vida e a luta por reconhecimento das comunidades quilombolas na Zona da Mata,Tribuna de Minas,4,https://tribunademinas.com.br/noticias/cidade/06-08-2023/luta-por-reconhecimento-das-comunidades-quilombolas.html
Homem condenado por estupros é preso em SP após ser reconhecido por câmeras do Smart Sampa; vídeo,Terra,4,"https://www.terra.com.br/noticias/brasil/cidades/homem-condenado-por-estupros-e-preso-em-sp-apos-ser-reconhecido-por-cameras-do-smart-sampa-video,d9064d1306fef1c9b5a38c5eb9f49892xttzfhy5.html"
Biometria facial dos ônibus flagrou cartão de idoso sendo usado 129 vezes num mesmo dia,Extra online,4,https://extra.globo.com/noticias/rio/biometria-facial-dos-onibus-flagrou-cartao-de-idoso-sendo-usado-129-vezes-num-mesmo-dia-24003105.html
"Mulheres têm conquistas, mas caminho ainda é longo para igualdade",Agência Brasil,4,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2021-02/mulheres-tem-conquistas-mas-caminho-ainda-e-longo-para-igualdade
Nota Pública sobre Projeto de Lei 1828/2023 que autoriza o uso de sistemas de reconhecimento facial em sistemas de transporte público e repartições públicas,Coalizão Direitos na Rede,4,https://direitosnarede.org.br/2025/09/02/nota-publica-sobre-projeto-de-lei-1828-2023-que-autoriza-o-uso-de-sistemas-de-reconhecimento-facial-em-sistemas-de-transporte-publico-e-reparticoes-publicas/
"Mulher denuncia racismo ao receber e-mail da empresa Magazine Luiza: 'Olá, macaca'",Terra,4,"https://www.terra.com.br/nos/videos/mulher-denuncia-racismo-ao-receber-e-mail-da-empresa-magazine-luiza-ola-macaca,0e1257c33ff23b4f353278d7622ddeef74nierz2.html"
Racismo à argentina: os desafios do movimento negro por inclusão e visibilidade no país,Terra,4,"https://www.terra.com.br/nos/racismo-a-argentina-os-desafios-do-movimento-negro-por-inclusao-e-visibilidade-no-pais,01287afa4e0f395353c328404ced0d63otwgg9nh.html"
Reconhecimento facial no Allianz Parque ajudou a prender 184 foragidos - TNOnline,TNOnline,4,https://tnonline.uol.com.br/noticias/cotidiano/reconhecimento-facial-no-allianz-parque-ajudou-a-prender-184-foragidos-965250
A ética por trás da inteligência artificial: o que você precisa saber,TI INSIDE Online,4,https://tiinside.com.br/14/02/2023/a-etica-por-tras-da-inteligencia-artificial-o-que-voce-precisa-saber/
Confira a programação da Semana da Consciência Negra em Araçatuba,THMais,4,https://thmais.com.br/cidades/aracatuba/confira-a-programacao-da-semana-da-consciencia-negra-em-aracatuba/
"Morte de homem negro durante prisão, em Atlanta, engrossa protestos contra racismo",O Globo,4,https://oglobo.globo.com/mundo/morte-de-homem-negro-durante-prisao-em-atlanta-engrossa-protestos-contra-racismo-1-24479145
ONU Mulheres chama de 'escândalo' morte de 23 mil jovens negros por ano no Brasil,As Nações Unidas no Brasil,4,https://brasil.un.org/pt-br/79127-onu-mulheres-chama-de-esc%C3%A2ndalo-morte-de-23-mil-jovens-negros-por-ano-no-brasil
Ativismo e luta por reconhecimento: a história de Maria Beatriz do Nascimento,O POVO+,4,https://mais.opovo.com.br/reportagens-especiais/negros-historia-apagamento/2025/04/04/ativismo-e-luta-por-reconhecimento-a-historia-de-maria-beatriz-do-nascimento.html
"Câmeras do Smart Sampa ajudam na prisão de foragidos da Justiça condenados por roubo, homicídio e tráfico de drogas",Prefeitura de São Paulo,4,https://prefeitura.sp.gov.br/w/c%C3%A2meras-do-smart-sampa-ajudam-na-pris%C3%A3o-de-foragidos-da-justi%C3%A7a-condenados-por-roubo-homic%C3%ADdio-e-tr%C3%A1fico-de-drogas
Só um quilombo é hoje tombado. Isso mudará com nova regra,DW,4,https://www.dw.com/pt-br/s%C3%B3-um-quilombo-%C3%A9-hoje-tombado-isso-mudar%C3%A1-com-nova-regra/a-66887080
"Vídeo de negro carregado amarrado remete à escravidão, condena ouvidor",Agência Brasil,4,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2023-06/video-de-negro-carregado-amarrado-remete-escravidao-condena-ouvidor
,Empresa Brasil de Comunicação (EBC),4,https://www.ebc.com.br/imprensa/tv-brasil-exibe-programa-caminhos-da-reportagem-reconhecido-com-o-premio-vladimir-herzog
Afroprogramadores,revista piauí,4,https://piaui.folha.uol.com.br/materia/afroprogramadores/
Golpes online na Black Friday 2025: veja os novos alvos e as táticas dos criminosos,Âncora 1,4,https://ancora1.com/noticias/golpes-online-na-black-friday-2025-veja-os-novos-alvos-e-as-taticas-dos-criminosos
Roblox amplia as verificações de idade por reconhecimento facial para chat,Terra,4,"https://www.terra.com.br/gameon/plataformas-e-consoles/roblox-amplia-as-verificacoes-de-idade-por-reconhecimento-facial-para-chat,68250514575749d4bb45b69332b6b986ub85z7ta.html"
Mulheres negras e sua relação com o(s) Direito(s) no Brasil,JOTA Info,4,https://www.jota.info/opiniao-e-analise/artigos/mulheres-negras-e-sua-relacao-com-os-direitos-no-brasil
Gemalto usa biometria e aprendizado de máquina para prevenir fraude bancária,TeleSíntese,4,https://telesintese.com.br/gemalto-usa-biometria-e-aprendizado-de-maquina-para-prevenir-fraude-bancaria/
"Designers, ativistas e cientistas estão a enganar sistemas de reconhecimento facial. E parece fácil",SAPO,4,https://tek.sapo.pt/noticias/computadores/artigos/designers-ativistas-e-cientistas-estao-a-enganar-sistemas-de-reconhecimento-facial-e-parece-facil
Samsung orienta donos do Galaxy S10 e Note 10 sobre bug no leitor de digitais,Tecnoblog,4,https://tecnoblog.net/noticias/samsung-galaxy-s10-note-10-bug-leitor-de-digitais/
Primeiro trojan para iPhone consegue roubar dados do reconhecimento facial,Tecnoblog,4,https://tecnoblog.net/noticias/primeiro-trojan-para-iphone-consegue-roubar-dados-do-reconhecimento-facial/
Clubes da Série A do Brasileirão começam a aderir ao reconhecimento facial nas portas dos estádios,G1,4,https://g1.globo.com/jornal-hoje/noticia/2023/10/18/clubes-da-serie-a-do-brasileirao-comecam-a-aderir-ao-reconhecimento-facial-nas-portas-dos-estadios.ghtml
"Processo, prova e IA",JOTA Info,4,https://www.jota.info/opiniao-e-analise/artigos/processo-prova-e-ia
Estudo aponta que 90% dos presos por reconhecimento facial são negros,Observatório do Terceiro Setor,4,https://observatorio3setor.org.br/estudo-aponta-que-90-dos-presos-por-reconhecimento-facial-sao-negros/
Anistia Internacional: Brasil é um dos países mais desiguais,DW,4,https://www.dw.com/pt-br/brasil-%C3%A9-um-dos-pa%C3%ADses-mais-desiguais-diz-anistia-internacional/a-68908246
LATAM passa a utilizar reconhecimento facial na recuperação de conta,Passageiro de Primeira,4,https://passageirodeprimeira.com/latam-passa-a-utilizar-reconhecimento-facial-na-recuperacao-de-conta/
Transformação Digital: TJDFT implanta novas soluções de IA,TJDFT,4,https://www.tjdft.jus.br/institucional/imprensa/noticias/2024/agosto/transformacao-digital-tjdft-implanta-ia-em-processos-recursais-do-2o-grau
STJ julga HC da Defensoria sobre homem acusado em 62 processos,Defensoria Pública do Rio de Janeiro,4,https://www.defensoria.rj.def.br/noticia/detalhes/27038-STJ-julga-
ONU preocupada com crescimento do neonazismo no Sul do Brasil,Público,4,https://www.publico.pt/2024/08/17/mundo/noticia/onu-preocupada-crescimento-neonazismo-sul-brasil-2101092
Carretas da capacitação iniciam cursos gratuitos de qualificação profissional em Rio Preto,DLNews,4,https://dlnews.com.br/noticias?id=177419/carretas-da-capacitacao-iniciam-cursos-gratuitos-de-qualificacao-profissional-em-rio-preto
Ladrão de banco e chefe do tráfico de Curitiba é preso em SP por reconhecimento facial do Smart Sampa,Jovem Pan,4,https://jovempan.com.br/noticias/brasil/ladrao-de-banco-e-chefe-do-trafico-de-curitiba-e-preso-em-sp-por-reconhecimento-facial-do-smart-sampa.html
Novo ‘golpe’ faz apps abrirem sozinhos e burla biometria,DOL,4,https://dol.com.br/carajas/noticias/tecnologia/671649/novo-golpe-faz-apps-abrirem-sozinhos-e-burla-biometria
Português responsável por megafraude com criptomoedas e cartões de crédito detido na Tailândia,Now Canal,4,https://www.nowcanal.pt/ultimas/detalhe/portugues-responsavel-por-megafraude-com-criptomoedas-e-cartoes-de-credito-detido-na-tailandia
Tecnologia de reconhecimento facial identifica foragidos e auxilia prisões durante segunda semana de shows no Parque do Povo,Governo da Paraíba,4,https://paraiba.pb.gov.br/diretas/secretaria-da-seguranca-e-defesa-social/noticias/tecnologia-de-reconhecimento-facial-identifica-foragidos-e-auxilia-prisoes-durante-segunda-semana-de-shows-no-parque-do-povo
Os direitos humanos e os direitos dos povos indígenas: por um posicionamento público das universidades,Portal Unicamp,4,https://unicamp.br/unicamp/ju/artigos/direitos-humanos/os-direitos-humanos-e-os-direitos-dos-povos-indigenas-por-um
Sede do Iprejun tem tecnologia de reconhecimento facial e uso zero de papel,Prefeitura de Jundiaí,4,https://jundiai.sp.gov.br/noticias/2021/12/22/sede-do-iprejun-tem-tecnologia-de-reconhecimento-facial-e-uso-zero-de-papel/
Família afirma que homem está preso injustamente há 3 anos por causa de reconhecimento de foto retirada de rede social,G1,4,https://g1.globo.com/rj/rio-de-janeiro/noticia/2023/03/06/familia-afirma-que-homem-esta-preso-injustamente-ha-3-anos-por-causa-de-reconhecimento-de-foto-retirada-de-rede-social.ghtml
"Após aderir ao ‘Muralha Paulista’, Jundiaí intensifica reconhecimento facial e amplia prisões de procurados",Prefeitura de Jundiaí,4,https://jundiai.sp.gov.br/noticias/2025/11/26/apos-aderir-ao-muralha-paulista-jundiai-intensifica-reconhecimento-facial-e-amplia-prisoes-de-procurados/
"""Quilombismo: o mundo negro que viemos mostrar para você"" será discutido na UFLA nessa sexta (9/11)",UFLA - Universidade Federal de Lavras,4,https://ufla.br/noticias/extensao/12431-quilombismo-o-mundo-negro-que-viemos-mostrar-pra-voce-sera-discutido-na-ufla-nessa-sexta-9-11
"Universidade deve superar preconceitos, diz 1ª negra reitora de federal",Terra,4,"https://www.terra.com.br/noticias/educacao/universidade-deve-superar-preconceitos-diz-1-negra-reitora-de-federal,1e95a895f8a1f310VgnVCM3000009acceb0aRCRD.html"
"Menos de 3% entre docentes da pós-graduação, doutoras negras desafiam racismo na academia",Gênero e Número,4,https://www.generonumero.media/reportagens/menos-de-3-entre-docentes-doutoras-negras-desafiam-racismo-na-academia/
"Racismo algorítmico será tema de debate no canal do YouTube do TRT-15 na próxima segunda-feira (15/4), das 11h às 12h | Justiça do Trabalho - TRT da 15ª Região - Campinas",TRT15,4,https://trt15.jus.br/noticia/2024/racismo-algoritmico-sera-tema-de-debate-no-canal-do-youtube-do-trt-15-na-proxima
Panorama da representatividade da mulher negra quilombola nas revistas científicas,Revista Científica Multidisciplinar Núcleo do Conhecimento,4,https://www.nucleodoconhecimento.com.br/ciencias-sociais/revistas-cientificas
O que há de errado no reconhecimento fotográfico de Michael B. Jordan?,Direito News,4,https://www.direitonews.com.br/2022/01/errado-reconhecimento-fotografico-michael-b-jordan.html
Relatório Mundial 2024,Human Rights Watch,4,https://www.hrw.org/pt/world-report/2024
Tribunal de Justiça deve implantar no AM plano de segurança em fevereiro,G1,4,https://g1.globo.com/am/amazonas/noticia/2013/01/tribunal-de-justica-deve-implantar-no-am-plano-de-seguranca-em-fevereiro.html
Finalmente! Já pode ativar a Chave Móvel Digital no seu telemóvel,Pplware,4,https://pplware.sapo.pt/internet/finalmente-ja-pode-ativar-a-chave-movel-digital-no-seu-telemovel/
Aplicativo identifica políticos envolvidos em processos de corrupção,O Globo,4,https://oglobo.globo.com/politica/aplicativo-identifica-politicos-envolvidos-em-processos-de-corrupcao-22645314
Prêmio André Braz será entregue em 13 de maio com homenagem a 10 homens negros de Araraquara,Prefeitura de Araraquara,5,https://araraquara.sp.gov.br/premio-andre-braz-sera-entregue-em-13-de-maio-com-homenagem-a-10-homens-negros-de-araraquara
"Brasil é racista para 75%, mas só 33% admitem preconceito",Poder360,5,https://www.poder360.com.br/poderdata/brasil-e-racista-para-75-mas-so-33-admitem-preconceito/
Guarda Civil de Indaiatuba recupera veículo furtado no Jardim Pau Preto,Prefeitura Municipal de Indaiatuba,5,https://www.indaiatuba.sp.gov.br/comunicacao/imprensa/noticias/33051/guarda-civil-de-indaiatuba-recupera-veiculo-furtado-no-jardim-pau-preto
"Sósisas: os curiosos casos de pessoas muito parecidas, mas sem parentesco",Aventuras na História,5,https://aventurasnahistoria.com.br/noticias/reportagem/sosias-os-curiosos-casos-de-pessoas-muito-parecidas-mas-sem-parentesco.phtml
A história dos Panteras Negras em 27 fatos importantes,Pragmatismo Político,5,https://www.pragmatismopolitico.com.br/2016/09/historia-panteras-negras-fatos-importantes.html
Quatro homens são presos suspeitos de homicídio no carnaval de Salvador - iBahia,iBahia,5,https://www.ibahia.com/salvador/quatro-homens-sao-presos-suspeitos-de-homicidio-no-carnaval-de-salvador
Revertida justa causa de homem acusado de ato obsceno ao bater ponto,Migalhas,5,https://www.migalhas.com.br/quentes/367738/revertida-justa-causa-de-homem-acusado-de-ato-obsceno-ao-bater-ponto
"Cacau Show indenizará homem que passou por ""reconhecimento peniano"" após acusação de importunação",Migalhas,5,https://www.migalhas.com.br/quentes/411224/cacau-show-indenizara-homem-que-teve-de-mostrar-penis-apos-acusacao
"Músico negro foi preso por engano, dizem familiares e amigos",CartaCapital,5,https://www.cartacapital.com.br/sociedade/musico-negro-foi-preso-por-engano-dizem-familiares-e-amigos/
Pelotas recebe o selo cidade antirracista Ministério Público do Estado,Prefeitura Municipal de Pelotas,5,https://www.pelotas.com.br/noticia/pelotas-recebe-o-selo-cidade-antirracista-ministerio-publico-do-estado
19 de abril: povos indígenas lutam por mais visibilidade e valorização,Senado Federal,5,https://www12.senado.leg.br/noticias/infomaterias/2023/04/19-de-abril-povos-indigenas-lutam-por-mais-visibilidade-e-valorizacao
Avanço da IA resgata impressão digital como medida de segurança contra fraudes; veja vídeo,Folha de S.Paulo,5,https://www1.folha.uol.com.br/tec/2025/12/avanco-da-ia-resgata-impressao-digital-como-medida-de-seguranca-contra-fraudes-veja-video.shtml
Polícia Civil cumpre 43 mandados de prisão de integrantes de organização criminosa,ba.gov.br,5,http://www.ba.gov.br/comunicacao/2023/10/noticias/policia-civil-cumpre-43-mandados-de-prisao-de-integrantes-de-organizacao-criminosa
CIDH condena Brasil por violar direitos de quilombolas em Alcântara,Agência Brasil,5,https://agenciabrasil.ebc.com.br/justica/noticia/2025-03/cidh-condena-brasil-por-violar-direitos-de-quilombolas-em-alcantara
Ministério da Cultura e Palmares celebram novas certificações a comunidades quilombolas,Governo Federal,5,https://www.gov.br/cultura/pt-br/assuntos/noticias/ministerio-da-cultura-e-palmares-celebram-novas-certificacoes-a-comunidades-quilombolas
Proprietários de veículos já podem realizar a venda por aplicativo,Serpro,5,https://www.serpro.gov.br/menu/noticias/noticias-2022/lancamento-venda-digital
Pesquisa aponta crescimento do racismo contra quilombolas no Brasil,Alma Preta Jornalismo,5,https://almapreta.com.br/sessao/cotidiano/pesquisa-aponta-crescimento-do-racismo-contra-quilombolas-no-brasil/
Falta de identificação com psicólogos brancos leva pessoas negras a procurar profissionais também negros,Folha de S.Paulo,5,https://www1.folha.uol.com.br/equilibrio/2025/11/falta-de-identificacao-com-psicologos-brancos-leva-pessoas-negras-a-procurar-profissionais-tambem-negros.shtml
Avanço da monocultura e violação de direitos obrigam quilombolas a saírem de seus territórios,Alma Preta Jornalismo,5,https://almapreta.com.br/sessao/cotidiano/avanco-da-monocultura-e-violacao-de-direitos-obrigam-quilombolas-a-sairem-de-seus-territorios/
Presídios federais terão reconhecimento facial e muralhas,Agência Brasil,5,https://agenciabrasil.ebc.com.br/justica/noticia/2024-02/presidios-federais-terao-reconhecimento-facial-e-muralhas
STF determina adoção de plano para combater racismo estrutural no país,Agência Brasil,5,https://agenciabrasil.ebc.com.br/justica/noticia/2025-12/stf-determina-adocao-de-plano-para-combater-racismo-estrutural-no-pais
"Entrevista: ‘Lula e Bolsonaro se unem na privatização de presídios’, diz defensor público",Intercept Brasil,5,https://www.intercept.com.br/2023/10/16/entrevista-lula-e-bolsonaro-se-unem-na-privatizacao-de-presidios-diz-defensor-publico/
RECONHECIMENTO FACIAL DA SSP-BA JÁ FLAGROU QUASE 200 SUSPEITOS,- Bahia Economica,5,https://bahiaeconomica.com.br/wp/2020/12/18/reconhecimento-facial-da-ssp-ba-ja-flagrou-quase-200-suspeitos/
‘O colorismo é o braço articulado do racismo’,CartaCapital,5,https://www.cartacapital.com.br/entrevistas/o-colorismo-e-o-braco-articulado-do-racismo/
Especial étnico-racial reúne expressões que debatem racismo e preconceito,Portal do Instituto Claro,5,https://www.institutoclaro.org.br/cidadania/nossas-novidades/noticias/especial-etnico-racial-reune-expressoes-que-debatem-racismo-e-preconceito/
"Casa de Antônio Conselheiro, em Quixeramobim, sedia Programação da Primavera dos Museus",Secult-CE,5,https://www.secult.ce.gov.br/2023/09/20/casa-de-antonio-conselheiro-em-quixeramobim-sedia-programacao-da-primavera-dos-museus/
Central de Atendimento – Biometria Facial,Clube Atlético Mineiro,5,https://atletico.com.br/central-de-atendimento-biometria-facial/
"Sobre identidade, negritude e o real jornalismo esportivo",Comunica UFU,5,http://comunica.ufu.br/noticias/2022/01/sobre-identidade-negritude-e-o-real-jornalismo-esportivo
Informações sobre acesso via biometria facial no Gre-Nal 446,Sport Club Internacional,5,https://www.internacional.com.br/noticias/mais/informacoes-sobre-acesso-via-biometria-facial-no-gre-nal-446
Por que o reconhecimento facial não é 100% confiável?,www.proteste.org.br,5,https://conectaja.proteste.org.br/reconhecimento-facial-nao-e-100-confiavel/
Entenda como o racismo afeta a autoestima de pessoas negras durante a adolescência,www.purebreak.com.br,5,https://www.purebreak.com.br/noticias/como-o-racismo-na-adolescencia-afeta-a-autoestima-de-pessoas-negras/101592
STF tem maioria para obrigar governo a criar um plano nacional contra racismo,CartaCapital,5,https://www.cartacapital.com.br/justica/stf-tem-2-votos-para-determinar-plano-nacional-contra-racismo/
"Para trabalho no estádio, imprensa credenciada para partidas na Arena Castelão precisará realizar o cadastro da biometria facial",Ceará Sporting,5,https://www.cearasc.com/noticia/para-trabalho-no-estadio-imprensa-credenciada-para
Curitiba recebe 9ª Marcha do Orgulho Crespo em celebração à identidade negra,Portal Catarinas,5,https://catarinas.info/curitiba-recebe-9a-marcha-do-orgulho-crespo-em-celebracao-a-identidade-negra/
"Em nome da ""segurança nacional"". Polícia vai poder espiá-lo com recurso a Inteligência Artificial",CNN Portugal,5,https://cnnportugal.iol.pt/seguranca/policia/em-nome-da-seguranca-nacional-policia-vai-poder-espia-lo-com-recurso-a-inteligencia-artificial/20250201/67926a87d34ef72ee4415b27
Novo golpe com reconhecimento facial preocupa idosos e gera alerta nacional!,Portal Uai,5,https://www.uai.com.br/uainoticias/2025/07/31/novo-golpe-com-reconhecimento-facial-preocupa-idosos-e-gera-alerta-nacional/
Sistema ONU lamenta a morte do menino João Pedro e faz apelo pela vida da juventude negra,As Nações Unidas no Brasil,5,https://brasil.un.org/pt-br/85848-sistema-onu-lamenta-morte-do-menino-jo%C3%A3o-pedro-e-faz-apelo-pela-vida-da-juventude-negra
Área central de Rio Preto ganha reforço de 12 câmeras para monitoramento,Diário da Região,5,https://www.diariodaregiao.com.br/artigo/area-central-da-cidade-ganha-reforco-de-12-cameras-para-monitoramento-1.1054428
"Black Friday: 17,8 mil tentativas de fraude em poucas horas e como se blindar em 2025",Portal Diário do Aço,5,https://www.diariodoaco.com.br/noticia/0128962-black-friday-178-mil-tentativas-de-fraude-em-poucas-horas-e-como-se-blindar-em-2025
Os riscos éticos da IA,UNESCO,5,https://www.unesco.org/pt/articles/os-riscos-eticos-da-ia
Terras Quilombolas: Um abismo entre os certificados e os títulos,Revista Científica Multidisciplinar Núcleo do Conhecimento,5,https://www.nucleodoconhecimento.com.br/educacao/terras-quilombolas
Banalização da biometria no Brasil aumenta risco de fraudes,DW.com,5,https://www.dw.com/pt-br/banaliza%C3%A7%C3%A3o-da-biometria-no-brasil-aumenta-risco-de-fraudes/a-72621650
"Pessoas não-binárias contam sobre os desafios da identificação e o preconceito: ""É um tabu""",Terra,5,"https://www.terra.com.br/nos/pessoas-nao-binarias-contam-sobre-os-desafios-da-identificacao-e-o-preconceito-e-um-tabu,942d88014d914361d11ad6b4e33252f4kykkuj3f.html"
Golpe do reconhecimento facial faz vítima financiar carro para terceiros,UOL,5,https://www.uol.com.br/carros/noticias/redacao/2021/06/04/golpe-do-reconhecimento-facial-faz-vitima-financiar-carro-de-luxo-sem-saber.htm
Detran.SP registra quase 500 mil alunos já beneficiados com reconhecimento facial,ABC do ABC,5,https://abcdoabc.com.br/detran-sp-registra-quase-500-mil-alunos-ja-beneficiados-com-reconhecimento-facial/
Câmeras do Smart Sampa ajudam na prisão de foragidos da Justiça,ABC do ABC,5,https://abcdoabc.com.br/cameras-do-smart-sampa-ajudam-na-prisao-de-foragidos-da-justica/
10 nomes que marcaram a luta contra o racismo no Brasil e no mundo,Terra,5,"https://www.terra.com.br/nos/10-nomes-que-marcaram-a-luta-contra-o-racismo-no-brasil-e-no-mundo,2880bfae47a202823ada41a89baff1d8omscve07.html"
